class,aa_000,ac_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000,ad_000,cf_000,cg_000,ch_000,co_000,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000
neg,29468,564.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,667680.0,1165936.0,407740.0,72190.0,9956.0,902658.0,0.0,0.0,0.0,0.0,0.0,1862610.0,1430664.0,566020.0,371794.0,0.0,0.0,7100.0,0.0,1132.0,198.0,0.0,0.0,0.0,0.0,0.0,407862.0,1904824.0,9948.0,1166.0,0.0,2460.0,324.0,600.0,15424.0,1549536.0,747848.0,7608.0,0.0,0.0,0.0,975200.0,387116.0,148296.0,128596.0,129530.0,141456.0,202220.0,205414.0,5972.0,0.0,2429094.0,272.0,788.0,1332.0,50.0,902658.0,28074.0,177644.0,386462.0,268520.0,291960.0,,940.0,29467.11,2429094.0,2429094.0,2418266.0,15216.0,1660.0,117320.0,4660.0,2323800.0,1209600.0,70960.0,1893663.36,0.0,425948.16,0.0,0.0,0.0,0.0,0.0,53788.0,716338.0,1158074.0,367806.0,24146.0,3580.0,68.0,26.0,2429094.0,4410.0,444.0,32790.0,313786.0,118254.0,1526708.0,319142.0,8184.0,82.0,0.0,2626.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18990.0,39386.0,6668.0,0.0,0.0,49182.0,6940.0,1183880.0,129980.0,171454.0,23104.0,0.0,0.0,348060.0,911.62,990.0,453918.0,480382.0,334444.0,198878.0,419082.0,335034.0,90184.0,11042.0,836.0,0.0,0.0,0.0,512.0,2.0,192.0,0.0,18.0,794.0,752.0,1654448.0,78344.0,0.0,9192.0,0.0,22.0,1941014.0
neg,57720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217638.0,2413366.0,970590.0,52874.0,0.0,0.0,1694408.0,0.0,0.0,0.0,1020.0,1426.0,3158238.0,2660640.0,659636.0,435416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221862.0,2109022.0,480312.0,843272.0,0.0,4136.0,770.0,888.0,20806.0,2210672.0,1392882.0,24314.0,0.0,0.0,0.0,1211868.0,925352.0,394396.0,231202.0,192622.0,431038.0,267990.0,0.0,0.0,0.0,3819514.0,0.0,30.0,334.0,0.0,1694408.0,57694.0,346358.0,309974.0,205580.0,182380.0,227840.0,35380.0,57720.1,3819514.0,3819514.0,3812324.0,22644.0,154226.0,13828.0,182500.0,3654468.0,1209600.0,0.0,3199540.8,0.0,450827.52,0.0,0.0,0.0,0.0,12692.0,993286.0,1851910.0,715698.0,67972.0,9802.0,2920.0,188.0,0.0,3819514.0,5336.0,758.0,35202.0,262148.0,168778.0,1770782.0,1371906.0,38774.0,784.0,0.0,2570.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29476.0,55032.0,10172.0,0.0,0.0,121908.0,21522.0,7347780.0,1107986.0,0.0,0.0,0.0,0.0,4182730.0,1474.34,1676.0,477552.0,526136.0,472708.0,281416.0,624898.0,467112.0,384764.0,185068.0,231098.0,3716.0,0.0,0.0,,,,,,,,,,,,,,
neg,80764,418.0,0.0,0.0,0.0,0.0,0.0,0.0,3878.0,714556.0,3183834.0,651970.0,27192.0,270.0,2117514.0,0.0,118.0,0.0,0.0,0.0,4038860.0,3457746.0,1193728.0,523396.0,0.0,0.0,0.0,0.0,402.0,964.0,0.0,0.0,0.0,0.0,0.0,134114.0,1993426.0,1798504.0,655656.0,0.0,9352.0,10976.0,8658.0,20320.0,2501086.0,2029990.0,1314.0,2.0,2.0,0.0,1555842.0,1290390.0,490220.0,330506.0,235788.0,201196.0,418498.0,59260.0,0.0,0.0,5232956.0,90.0,124.0,182.0,6.0,2117514.0,75452.0,898258.0,293350.0,236360.0,477800.0,198460.0,58020.0,80764.64,5232956.0,5232956.0,4868370.0,26788.0,9864.0,35386.0,388200.0,4581700.0,1209600.0,117246.0,4036130.88,0.0,542424.0,0.0,0.0,0.0,0.0,0.0,136152.0,2124114.0,1982972.0,316542.0,18318.0,3516.0,86.0,32.0,5232956.0,3886.0,476.0,53740.0,349000.0,178976.0,3072512.0,913964.0,8742.0,404.0,0.0,1852.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37052.0,75908.0,16662.0,0.0,0.0,204568.0,40980.0,129000.0,36526.0,0.0,0.0,0.0,0.0,20764650.0,1024.26,1104.0,565990.0,464712.0,441164.0,254036.0,546576.0,497214.0,726112.0,665156.0,415652.0,5088.0,0.0,0.0,378.0,0.0,182.0,0.0,10.0,334.0,1240.0,3961222.0,1490.0,64.0,6384.0,0.0,0.0,4068946.0
neg,102638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11454.0,874066.0,4976164.0,1545906.0,104698.0,8414.0,3151098.0,0.0,0.0,0.0,0.0,0.0,6545454.0,5464964.0,1518328.0,921890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120536.0,2197670.0,4270656.0,931840.0,0.0,4134.0,1144.0,2810.0,405632.0,5958448.0,1148514.0,20.0,0.0,0.0,0.0,2500032.0,2149800.0,677748.0,479060.0,365482.0,313118.0,569928.0,465438.0,96.0,0.0,8065592.0,0.0,0.0,0.0,0.0,3151098.0,93528.0,802928.0,693542.0,275440.0,251940.0,218700.0,132480.0,102637.27,8065592.0,8065592.0,7998330.0,46399.0,0.0,69626.0,785980.0,7520702.0,1209600.0,0.0,6527532.48,0.0,986816.64,0.0,0.0,0.0,0.0,0.0,170858.0,2281750.0,3976876.0,1006180.0,73018.0,11520.0,500.0,0.0,8065592.0,10834.0,1448.0,74160.0,607466.0,285570.0,4638684.0,1853560.0,48666.0,312.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2868.28,3228.0,1042482.0,1669018.0,1336824.0,697776.0,1179104.0,774404.0,396126.0,197722.0,223490.0,3756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neg,350,24.0,0.0,0.0,0.0,0.0,0.0,3060.0,12616.0,23298.0,4160.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5008.0,38126.0,0.0,1268.0,146.0,134.0,546.0,8016.0,33024.0,0.0,0.0,0.0,0.0,26838.0,12862.0,2462.0,412.0,100.0,46.0,300.0,114.0,0.0,0.0,234.0,6.0,4.0,0.0,0.0,320.0,0.0,2.0,210.0,,,,200.0,350.11,234.0,234.0,67262.0,109.0,718.0,22.0,220.0,43134.0,1209600.0,944.0,20890.56,0.0,21188.16,0.0,36.0,0.0,2776.0,11198.0,21236.0,6932.0,706.0,260.0,26.0,0.0,0.0,12.0,234.0,1284.0,44.0,224.0,242.0,320.0,12486.0,26374.0,1952.0,208.0,0.0,224.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2886.0,1260.0,268.0,70.0,1160.0,746.0,0.0,14.0,0.0,0.0,0.0,285.62,154.0,23296.0,5538.0,1132.0,156.0,520.0,3054.0,4044.0,5394.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,16.0,56.0,20174.0,64.0,0.0,0.0,0.0,0.0,23392.0
neg,547008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66634.0,5378964.0,25763256.0,7560286.0,66164.0,0.0,18916590.0,0.0,0.0,0.0,0.0,0.0,34895164.0,30541432.0,9313510.0,3130664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324604.0,19298202.0,16981508.0,2230990.0,0.0,60194.0,42784.0,79942.0,178818.0,17047082.0,21426046.0,380.0,52.0,6.0,0.0,16444118.0,5761392.0,3528332.0,2741110.0,2324956.0,2626764.0,3446136.0,1837270.0,124354.0,872.0,44219356.0,6.0,4.0,50.0,332.0,18916590.0,447724.0,5720392.0,3539270.0,242120.0,268880.0,258460.0,107100.0,547008.04,44219356.0,44219356.0,43370650.0,248406.0,652144.0,99562.0,554560.0,38835304.0,1209600.0,0.0,35672467.2,0.0,3104227.2,0.0,0.0,0.0,0.0,194.0,1708894.0,16483404.0,17878360.0,2413682.0,296706.0,52848.0,1216.0,0.0,44219356.0,46848.0,10252.0,1674224.0,2216358.0,8179856.0,25474670.0,1224364.0,8728.0,4.0,0.0,3234.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279392.0,29322.0,4776.0,0.0,0.0,74276.0,10478.0,11671380.0,1598064.0,0.0,0.0,0.0,0.0,53632680.0,22066.88,28648.0,3380410.0,9188022.0,8175002.0,5170002.0,7250268.0,2549592.0,1206344.0,637996.0,1156202.0,121466.0,0.0,0.0,,,,,,,,,,,,,,
neg,38908,366.0,0.0,0.0,0.0,0.0,0.0,0.0,3482.0,380638.0,1757142.0,490286.0,23594.0,372.0,1210176.0,0.0,0.0,0.0,0.0,0.0,2301622.0,1966146.0,480658.0,283786.0,0.0,0.0,0.0,0.0,1196.0,402.0,0.0,0.0,0.0,0.0,0.0,103252.0,1636098.0,914864.0,1300.0,0.0,3026.0,948.0,1042.0,103734.0,2083898.0,462860.0,6.0,0.0,0.0,0.0,932778.0,674998.0,257134.0,190850.0,148642.0,118834.0,159754.0,172434.0,90.0,0.0,2782740.0,164.0,156.0,354.0,14.0,1210176.0,34904.0,207526.0,271726.0,148720.0,289260.0,,37620.0,38908.91,2782740.0,2782740.0,2776834.0,16307.0,6084.0,31496.0,358520.0,2655514.0,1209600.0,82984.0,2241026.88,0.0,407137.92,0.0,0.0,0.0,0.0,0.0,44482.0,1036702.0,1327638.0,231854.0,12806.0,1980.0,52.0,4.0,2782740.0,4810.0,486.0,74952.0,210128.0,165886.0,1767208.0,415160.0,16636.0,248.0,0.0,2016.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17900.0,34082.0,6770.0,0.0,0.0,92388.0,20864.0,188660.0,33528.0,0.0,0.0,0.0,0.0,8908930.0,943.42,1090.0,432464.0,430472.0,366150.0,223852.0,452768.0,307202.0,220026.0,107302.0,114626.0,652.0,0.0,0.0,332.0,0.0,140.0,0.0,0.0,688.0,948.0,2219712.0,47192.0,0.0,14144.0,0.0,14.0,2276068.0
neg,106458,544.0,0.0,0.0,0.0,0.0,0.0,0.0,11260.0,1437484.0,3842056.0,1267616.0,123442.0,3108.0,2813802.0,0.0,0.0,0.0,0.0,0.0,5925146.0,5127462.0,1038536.0,684022.0,0.0,0.0,0.0,0.0,502.0,300.0,0.0,0.0,0.0,0.0,0.0,138280.0,2264832.0,1848442.0,2433412.0,0.0,3742.0,1336.0,1936.0,100426.0,4703090.0,1873272.0,1164.0,0.0,0.0,0.0,2065196.0,1695316.0,638942.0,477680.0,369284.0,307326.0,408678.0,722064.0,480.0,0.0,6964844.0,1288.0,952.0,2100.0,36.0,2813802.0,80810.0,565976.0,469714.0,171560.0,187820.0,174760.0,125500.0,106458.41,6964844.0,6964844.0,6963268.0,45260.0,14452.0,82436.0,901500.0,6684966.0,1209600.0,196042.0,5827486.08,0.0,851769.6,0.0,0.0,0.0,0.0,0.0,267478.0,2582966.0,2888826.0,881930.0,53284.0,10018.0,464.0,568.0,6964844.0,10058.0,1258.0,190180.0,562084.0,264834.0,4173742.0,1461448.0,21294.0,68.0,0.0,5116.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45850.0,79148.0,38350.0,0.0,0.0,169664.0,31248.0,18223360.0,1942064.0,0.0,0.0,0.0,0.0,12934080.0,2220.0,2884.0,904430.0,1078252.0,799378.0,418210.0,848506.0,807632.0,656146.0,519990.0,612840.0,39582.0,0.0,0.0,496.0,2.0,96.0,0.0,510.0,824.0,868.0,5590884.0,715974.0,0.0,92134.0,0.0,10.0,5876702.0
neg,38540,316.0,0.0,0.0,0.0,0.0,0.0,0.0,52918.0,1769436.0,980100.0,124476.0,9580.0,538.0,1376100.0,0.0,0.0,0.0,0.0,0.0,2788952.0,2293604.0,845358.0,398352.0,0.0,0.0,2490.0,0.0,246.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,2033178.0,669662.0,234208.0,0.0,2696.0,1378.0,1708.0,2750.0,5104.0,2908456.0,13660.0,0.0,0.0,1296.0,1189884.0,651082.0,250242.0,162122.0,123146.0,108740.0,208618.0,243214.0,0.0,0.0,3635100.0,4214.0,4484.0,1712.0,4.0,1376100.0,52552.0,420142.0,420276.0,345100.0,185180.0,,307460.0,38540.34,3635100.0,3635100.0,3603298.0,16791.0,13176.0,114128.0,1207240.0,2937048.0,1209600.0,81058.0,2437577.28,0.0,495657.6,10.0,634.0,0.0,0.0,3704.0,377092.0,1501546.0,934874.0,105288.0,12078.0,2408.0,58.0,116.0,3635100.0,6768.0,674.0,125688.0,221006.0,227606.0,2042272.0,301296.0,11600.0,138.0,0.0,3246.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32946.0,19730.0,6058.0,0.0,0.0,104826.0,16276.0,454500.0,73238.0,0.0,0.0,0.0,0.0,37540160.0,1486.54,1654.0,533068.0,553852.0,379134.0,244176.0,748046.0,454280.0,15942.0,6082.0,2364.0,104.0,0.0,0.0,270.0,0.0,92.0,0.0,108.0,662.0,206.0,2253522.0,445202.0,14.0,22248.0,0.0,0.0,2476386.0
neg,63264,,0.0,0.0,0.0,0.0,0.0,0.0,48252.0,2168046.0,2174128.0,40522.0,386.0,0.0,1570366.0,0.0,0.0,,0.0,0.0,3964928.0,3558202.0,1030580.0,310392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605908.0,3549524.0,274248.0,1654.0,0.0,4876.0,1924.0,2570.0,3980.0,789634.0,3628320.0,30.0,0.0,0.0,0.0,2038004.0,612920.0,369796.0,287214.0,258360.0,265430.0,363896.0,227258.0,8450.0,6.0,4996012.0,704.0,372.0,642.0,74.0,1570366.0,39172.0,683532.0,345210.0,243860.0,232240.0,241060.0,28840.0,63263.88,4996012.0,4996012.0,,25808.0,361834.0,,148840.0,,1209600.0,0.0,,,,,,0.0,0.0,802.0,887234.0,2587074.0,886708.0,57730.0,9866.0,1898.0,22.0,0.0,4996012.0,5448.0,772.0,166198.0,166552.0,2174590.0,1797018.0,119262.0,1494.0,0.0,0.0,2840.0,274.0,,,,,,,,,23866.0,68290.0,15732.0,0.0,0.0,145996.0,18318.0,13135480.0,2560340.0,0.0,0.0,0.0,0.0,,,,367896.0,1076226.0,666280.0,465986.0,1301570.0,378290.0,122360.0,31124.0,21010.0,592.0,0.0,0.0,,,,,,,,,,,,,,
neg,19934,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,169458.0,568420.0,510358.0,39896.0,4672.0,658314.0,0.0,0.0,0.0,0.0,0.0,1173972.0,1046090.0,174782.0,104106.0,0.0,0.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,32392.0,619644.0,505106.0,137192.0,0.0,950.0,452.0,770.0,218430.0,882690.0,191024.0,18.0,0.0,0.0,0.0,465452.0,267706.0,90848.0,76146.0,71110.0,73714.0,94602.0,154642.0,114.0,0.0,1349014.0,138.0,696.0,398.0,4.0,658314.0,18720.0,89378.0,84872.0,158300.0,,,14300.0,19933.25,1349014.0,1349014.0,1354062.0,9271.0,154.0,12406.0,136560.0,1294334.0,1209600.0,40790.0,1073413.44,0.0,220010.88,0.0,0.0,0.0,0.0,0.0,95732.0,295044.0,574078.0,317266.0,10864.0,1292.0,58.0,30.0,1349014.0,1696.0,198.0,5228.0,90440.0,58008.0,613896.0,513876.0,10850.0,142.0,0.0,784.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9096.0,17780.0,3636.0,0.0,0.0,47858.0,7710.0,7460.0,920.0,0.0,0.0,0.0,0.0,699360.0,576.28,520.0,229274.0,186476.0,141548.0,68870.0,139396.0,167730.0,149930.0,103262.0,106176.0,1672.0,0.0,0.0,48.0,0.0,46.0,0.0,26.0,112.0,42.0,1071926.0,57536.0,0.0,10824.0,0.0,0.0,1082774.0
neg,204,4.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,34598.0,36742.0,792.0,0.0,0.0,27012.0,0.0,88.0,0.0,0.0,0.0,78720.0,71468.0,22002.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72170.0,0.0,1338.0,12.0,6.0,20.0,24.0,23974.0,46796.0,0.0,0.0,0.0,61750.0,4384.0,2976.0,1364.0,348.0,730.0,238.0,228.0,134.0,18.0,100774.0,30.0,8.0,30.0,0.0,27012.0,638.0,13818.0,8050.0,,,,21440.0,203.78,100774.0,100774.0,98692.0,108.0,0.0,9670.0,100220.0,72338.0,1209600.0,1040.0,14195.52,44685.12,12269.76,0.0,46.0,0.0,0.0,0.0,12020.0,49044.0,10328.0,652.0,108.0,18.0,0.0,10.0,100774.0,1464.0,68.0,48.0,24988.0,17042.0,8100.0,17886.0,2550.0,24.0,0.0,116.0,110.0,0.0,0.0,30.0,48554.0,0.0,0.0,0.0,0.0,488.0,20.0,2.0,0.0,0.0,444.0,106.0,1380.0,222.0,0.0,0.0,0.0,0.0,0.0,311.52,174.0,58906.0,5000.0,938.0,356.0,656.0,548.0,1410.0,4356.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,2.0,0.0,13948.0,2608.0,0.0,52.0,0.0,0.0,15404.0
neg,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5048.0,2650.0,0.0,0.0,0.0,2230.0,0.0,188.0,0.0,0.0,0.0,21784.0,18974.0,19982.0,310.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2366.0,5338.0,0.0,124.0,110.0,206.0,1610.0,1008.0,4642.0,4.0,0.0,0.0,0.0,6264.0,392.0,92.0,58.0,84.0,138.0,28.0,518.0,24.0,106.0,41798.0,8.0,6.0,0.0,0.0,2230.0,192.0,18098.0,1872.0,,,,19780.0,16.66,41798.0,41798.0,45778.0,27.0,30.0,4070.0,41540.0,7748.0,1209600.0,346.0,2173.44,0.0,4485.12,6.0,22.0,0.0,0.0,0.0,4334.0,2356.0,1004.0,10.0,0.0,0.0,0.0,4.0,41798.0,1200.0,6.0,12.0,12.0,12.0,3194.0,2348.0,870.0,50.0,0.0,52.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,32.0,16.0,4320.0,440.0,22180.0,8.0,0.0,0.0,0.0,82.1,40.0,5804.0,1760.0,24.0,10.0,32.0,70.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,24.0,2394.0,52.0,0.0,0.0,0.0,0.0,2456.0
neg,39830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77442.0,902142.0,1171664.0,202150.0,968.0,0.0,1117690.0,0.0,0.0,0.0,1204.0,1694.0,2171328.0,1938188.0,372008.0,190296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85670.0,1288986.0,718438.0,261272.0,0.0,1214.0,316.0,604.0,27582.0,1816234.0,505092.0,3324.0,0.0,0.0,0.0,551044.0,620232.0,253406.0,199694.0,177924.0,469092.0,82974.0,0.0,0.0,0.0,2545006.0,0.0,2.0,206.0,0.0,1117690.0,29406.0,253418.0,117722.0,149180.0,184480.0,,33680.0,39830.06,2545006.0,2545006.0,2552734.0,13226.0,288162.0,9706.0,120340.0,2354366.0,1209600.0,0.0,2149721.28,0.0,202609.92,0.0,0.0,0.0,0.0,15466.0,234222.0,866604.0,926100.0,279378.0,25502.0,6416.0,678.0,0.0,2545006.0,3186.0,414.0,10442.0,176342.0,115426.0,1699286.0,343200.0,6070.0,0.0,0.0,1498.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311840.0,833.0,980.0,221092.0,339346.0,305768.0,170034.0,351230.0,330946.0,249416.0,166194.0,212872.0,7468.0,0.0,0.0,,,,,,,,,,,,,,
neg,12,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4702.0,2282.0,938.0,0.0,0.0,0.0,2850.0,0.0,0.0,0.0,296.0,706.0,8740.0,5992.0,18216.0,688.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7922.0,0.0,120.0,6.0,6.0,126.0,822.0,2138.0,4704.0,0.0,0.0,0.0,6804.0,338.0,44.0,150.0,42.0,288.0,136.0,114.0,2.0,4.0,27274.0,0.0,2.0,0.0,0.0,2850.0,182.0,15690.0,2506.0,,,,17980.0,11.02,27274.0,27274.0,28126.0,32.0,0.0,2582.0,27040.0,7988.0,1209600.0,234.0,2653.44,0.0,4293.12,0.0,20.0,0.0,0.0,4342.0,1884.0,766.0,732.0,198.0,0.0,0.0,0.0,6.0,27274.0,994.0,12.0,52.0,20.0,542.0,5786.0,516.0,0.0,0.0,0.0,72.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,54.0,10.0,420.0,42.0,0.0,0.0,0.0,0.0,0.0,1.54,64.0,5494.0,2210.0,116.0,24.0,38.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,6.0,8.0,3420.0,32.0,0.0,42.0,0.0,0.0,3420.0
neg,242,64.0,0.0,0.0,0.0,0.0,0.0,0.0,9128.0,12610.0,1236.0,0.0,0.0,0.0,11072.0,0.0,214.0,0.0,0.0,0.0,28094.0,23906.0,20994.0,966.0,0.0,0.0,0.0,0.0,36.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,22190.0,0.0,1124.0,48.0,44.0,40.0,138.0,21550.0,30.0,0.0,0.0,0.0,15336.0,4940.0,644.0,516.0,250.0,186.0,144.0,486.0,110.0,362.0,49134.0,6.0,10.0,110.0,0.0,11072.0,388.0,18270.0,2662.0,,,,20740.0,241.08,49134.0,49134.0,49118.0,80.0,86.0,4730.0,48840.0,23012.0,1209600.0,884.0,15494.4,527.04,5904.96,0.0,22.0,0.0,0.0,638.0,11596.0,6924.0,3060.0,738.0,18.0,0.0,0.0,14.0,49134.0,1158.0,14.0,1124.0,3384.0,2418.0,9428.0,4868.0,564.0,16.0,0.0,64.0,132.0,0.0,0.0,80.0,572.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,8638.0,2594.0,628.0,104.0,2420.0,524.0,31668.0,78.0,0.0,0.0,0.0,86.6,42.0,7712.0,5372.0,1050.0,436.0,1480.0,1824.0,4360.0,740.0,0.0,0.0,0.0,0.0,34.0,0.0,2.0,0.0,8.0,60.0,196.0,14590.0,6400.0,0.0,76.0,0.0,0.0,15996.0
neg,151622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21370.0,1568692.0,6878968.0,2110558.0,14248.0,0.0,5081148.0,0.0,3008.0,6722.0,0.0,0.0,9293430.0,8171264.0,1771810.0,868564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11198.0,1754030.0,8826664.0,1944.0,0.0,14050.0,7128.0,7396.0,11068.0,2374128.0,8142756.0,37264.0,44.0,2.0,0.0,4445390.0,1838236.0,969774.0,668532.0,524792.0,499796.0,609544.0,709956.0,317918.0,9898.0,11067708.0,168.0,300.0,1550.0,1096.0,5081148.0,127704.0,733942.0,1027476.0,121200.0,163180.0,218260.0,23100.0,151622.8,11067708.0,11067708.0,10876700.0,66742.0,1545998.0,117128.0,152140.0,10593836.0,1209600.0,0.0,9202942.08,0.0,1374973.44,,,0.0,0.0,268.0,497220.0,4543744.0,4945476.0,565200.0,36772.0,5114.0,42.0,0.0,11067708.0,10904.0,1922.0,402152.0,834094.0,743410.0,6403622.0,2173156.0,24532.0,44.0,0.0,9224.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72704.0,115670.0,22426.0,0.0,0.0,406686.0,63968.0,21907860.0,4538516.0,0.0,0.0,0.0,0.0,32724390.0,,,1442622.0,2247846.0,1591298.0,834668.0,1812532.0,1120138.0,583240.0,328956.0,586604.0,45932.0,0.0,0.0,,,,,,,,,,,,,,
neg,3104,64.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,7506.0,148644.0,95206.0,2190.0,0.0,116462.0,0.0,0.0,0.0,0.0,0.0,227094.0,186534.0,74944.0,30912.0,0.0,0.0,0.0,0.0,414.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,21980.0,229570.0,2136.0,0.0,476.0,298.0,450.0,2372.0,160494.0,89582.0,14.0,0.0,0.0,0.0,114904.0,40050.0,22012.0,18514.0,16058.0,12656.0,17096.0,12396.0,0.0,0.0,302124.0,116.0,118.0,238.0,0.0,116462.0,3708.0,40788.0,33732.0,,,,74120.0,3104.66,302124.0,302124.0,303020.0,1602.0,0.0,29522.0,301060.0,253686.0,1209600.0,8548.0,193718.4,0.0,59615.04,0.0,0.0,0.0,0.0,0.0,2526.0,40180.0,173470.0,34486.0,2448.0,562.0,14.0,16.0,302124.0,730.0,88.0,1534.0,25928.0,10330.0,136528.0,75214.0,3248.0,86.0,0.0,302.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2152.0,1562.0,240.0,0.0,0.0,5664.0,1072.0,1460.0,212.0,0.0,0.0,0.0,0.0,0.0,309.46,248.0,61930.0,53968.0,31576.0,13816.0,24526.0,23030.0,25264.0,11260.0,8030.0,286.0,0.0,0.0,58.0,0.0,16.0,0.0,2.0,78.0,390.0,194436.0,54.0,0.0,802.0,0.0,46.0,195794.0
